,hotel_name,name,overall_rating,overall_review,location_and_surrounding_review,location_and_surrounding_rating,room_review,room_rating,service_review,service_rating,gastronomy_review,gastronomy_rating,sports_and_entertainment_review,sports_and_entertainment_rating,hotel_review,hotel_rating,traveled_as,children,duration,reason_for_travel,age_group,reviews_written
4215,ACHAT Comfort City-Frankfurt,Torben,5.4,"Gute Anbindung an die Innenstadt und nach Sachsenhausen. Die U Bahn ist fußläufig schnell erreichbar.
Von dort aus gelangt man auch schnell nach Bornheim wo man auch gut einkaufen und essen gehen kann.
Alles in allem sowohl für geschäftliche als auch private Reisen ein gutes, empfehlenswertes Hotel.",,5.0,,5.8,,6.0,,5.0,,,,5.0,Alleinreisend,Keine Kinder,1-3 Tage im Februar 2012,Arbeit,36-40,23
4216,ACHAT Comfort City-Frankfurt,Christina,2.2,"Das Hotel Golden Leaf liegt in Zentral in Frankfurt, was wiederum bedeutet - keine Parkplätze weit und breit!!! Das Hotel hat eine Tiefgarage in der man jedoch bequem parken kann (ca. 30 Parkplätze). Aus der Tiefgarage raus hat man sobald man die Tür aufmacht Zugang zur Saune und neben dran sind die Auzüge. Mit den man dan ins Hotel gelangt.",Entfernung zu Supermarkt und Innenstadt ca. 1 km,3.0,Das Zimmer war von der Sauberkeit her in Ordnung. Leider ging der Röhrenfernsehr nicht deshalb konnt ich nur einen Sender gucken. Sonst waren die Räumlichkeiten ok.,4.0,"An der Reception hat das Check -In max. 2 min gedauert (also kann man davon ausgehen dass ich nicht sehr viel Informationen bekommen hab. Als ich nach W-Lan gefragt hab wurde mir für 8€ eine Stunde angeboten, als ich aber auf dem Zimmer war und versucht habe mich einzuloggen ging es nicht. Als ich dass dann am Morgen beanstandet habe war es dem Personal an der Reception egal, der hat es einfach aus der Rechnung rausgenommen. Somit war das Personal nicht sehr kompetent weder freundlich.",1.0,"Die Gastronomie war dann der schreckliche Höhepunkt.
Da ich zwecks einem Seminar in Frankfurt war, fand das Mittagsessen im Golden Leaf statt. Das Restaurant ist ziemlich klein und das Personal war nicht einheitlich angezogen, sondern in ganz normalen Alltagsbekleidung aber sehr freundlich!!!
Als wir dann Platz nahmen bemerkte ich schon die dreckigen Tischdecken. Als dann der Herr neben mir seine Serviette hoch nahm war ein riesiger Fleck auf der Tischdecke. Einfach nur eklig, hab ich vorher noch nie in einem Hotel gesehen.
Das Buffet war eine Zumutung. Das Fleisch war ungeniessbar das Gemüse nur aufgetaut und alles kalt. Ich habe nichts gegessen!",1.0,,,,,Alleinreisend,Keine Kinder,1-3 Tage im Januar 2012,Arbeit,19-25,4
4217,ACHAT Comfort City-Frankfurt,Sebastian,4.2,"Kurze Städtereise mit 2 Übernachtungen als Pärchen.

Ich habe vorher per E-Mail im Hotel angefragt was man mir denn als günstigste Übernachtungsvariante inkl. Frühstück empfehlen kann und das Angebot konnte sich sehen lassen. 55 Euro pro Nacht und Zimmer !
Wow, damit lag man bei den zentral gelegenen 3 Sterne Hotels ganz weit vorne. Gebucht ... und nicht enttäuscht !
Lage zentral ( Hanauer Landstrasse/ Osthafen ) nur 2 U-Bahnstationen bis zur Konstabler Wache.
Kostenlose Parkmöglichkeiten vor dem Hotel.
Zimmerpreisleistung top.

Negativ:
Frühstück ausbaufähig. Die Tische nicht richtig sauber und das Buffet nicht wirklich reichhaltig.
Der Herr, der für das Buffet zuständig war, allerdings sehr nett und hilfsbereit.",,5.5,,5.0,,4.0,,3.8,,3.0,,3.7,Paar,Keine Kinder,1-3 Tage im Januar 2012,Stadt,26-30,30
4218,ACHAT Comfort City-Frankfurt,Jürgen,3.4,"Das Frühstück war sehr schlecht und die Mitarbeiter sehr unfreundlich.
Als ich nach einem gekochtem Ei gefragt habe, sagte der Mitarbeiter-keine Ahnung ob wir Eier da haben und wenn, dann bekommen Sie das Ei so wie ich es will !!!
Daraufhin präsentierte er mir ein Ei aus dem Kühlschrank - eiskalt. Wie alt das Ei war, die Frage beantwortete er nicht !!!
Die Vielfalt des Frühstückangebots lies sehr zu wünschen übrig.
Für 12 Euro hätte ich etwas besseres und mehr erwartet !!!",,4.0,,3.0,,5.0,,1.5,,,,3.3,Paar,Keine Kinder,1-3 Tage im November 2011,Arbeit,51-55,78
4219,ACHAT Comfort City-Frankfurt,Detlef,5.4,"Wir waren zu viert in der Woche dort und hatten nur eine Übernachtung. Gebucht hatte ich über das Internet über ein Hotelportal, daher war das Doppelzimmer mit 43 €/Nacht unschlagbar günstig. Das Frühstück ging allerdings extra und schlug mit 12 € (bei Buchung über das Hotel) oder 10 € (bei Bezahlung direkt beim Kellner) zu Buche. Warum es dort einen Unterschied gibt, konnte mir leider niemand erklären.
Das Hotel liegt in einer Seitenstrasse der Hanauer Landstrasse, das ist eine große Ausfallstrasse im Frankfurter Ostend nahe der Autobahn 661. Es finden sich direkt um die Ecke sogar kostenlose Parkplätze.
Beim Portier (24 h) steht ein Kaffee-Automat (Keffe, Cappuccino, Espresso etc.), der 24 Stunden unentgeltlich angezapft werden darf sowie eine Auswahl an frischem Obst.
Es ist sauber, ordentlich und von der Zimmergröße her absolut ok. Besonders hervorzuheben ist die Größe der Duschen, ca. 1,30, x 1,10m. Zu zweit duschen ist hier kein Problem, es sei denn man ist Sumo-Ringer. Die Zimmer und das Bad waren top-sauber, ich habe kein Staubkorn finden können. Klimaanlage gibt es leider nicht, durch die Lage in einer Seitenstrasse herrschte nachts aber relative Ruhe, wir sind erst durch die Müllabfuhr morgens gegen 8:30 Uhr wach geworden.
Die Matratzen waren hart genug für mich, ich bin da ein wenig empfindlich. Auch die Kopfkissen waren zu gebrauchen. Allerdings hätte die Hotelleitung das Entfernen der Winter-Einzugdecken anweisen sollen, wir haben sie herausgenommen und nur unter dem Bezug geschlafen. Im Schrank waren aber dünne Decken zum Einziehen vorhanden. Verdunklung des Raumes war auch ok.
Minibar auf dem Zimmer war vorhanden, Preise hier natürlich wie immer zu hoch.
Alles in allem kann ich das Hotel ruhigen Gewissens jedem empfehlen, der keinen Luxus braucht, sich aber trotz alledem wohlfühlen will.",,5.5,,5.5,,5.0,,5.0,,,,6.0,Freunde,Keine Kinder,1-3 Tage im Oktober 2011,Sonstige,46-50,53
4220,ACHAT Comfort City-Frankfurt,Stephanie,3.9,"Das Hotel war im Allgemeinen schön eingerichtet und sauber. Unser Zimmer war vom ersten Eindruck auch ganz schön, jedoch bestand das Bett aus zwei Matratzen auf zwei Matratzenaufbauten, die auseinander geschoben werden konnten. Die Matratze war uralt und die Federn haben die ganze Zeit in den Rücken gedrückt. Der Fernseher war auch alt und das Bild war total verschneit.

Das Bad war eigentlich sauber, nur die Toilette war etwas gelb und machte einen sehr alten Eindruck.",,5.0,,3.3,,3.5,,,,3.0,,4.5,Paar,Keine Kinder,1-3 Tage im September 2011,Stadt,19-25,4
4221,ACHAT Comfort City-Frankfurt,Carola,5.5,"Das Hotel macht einen sauberen Eindruck. Personal sehr freundlich und hilfsbereit. Wir hatten 2 Übernachtungen im Doppelzimmer und ein Babybett gebucht. Sind wg. einer Hochzeit gekommen und waren nur zum schlafen dort. Das Zimmer selber hatte ein Doppelbett und man konnte gut ein Babybett aufstellen (wurde einem zur kostenlosen Verfügung gestellt, wenn man bei der Buchung angefragt hat). Im Vorzimmer ist eine MiniKüche. Mit Baby/Kleinkind sehr von Vorteil, da man die Flasche o. Essen zubereiten kann ohne die Mitreisenden zu wecken/stören.
Sie haben an der Rezeption kostenlos Kaffe/Tee und Obst für die Hotelgäste","Obwohl man sehr gute Verkehrsanbindungen hatte, hat man im Hotel nichts gehört und man konnte sehr gut schlafen.
Vom Hotel aus ist es nicht weit zum Zentrum und zur Auobahn. Um die Ecke ist ein Bäcker, Restaurant´s, Wäscherei und Straßenbahn.",5.0,"Das Doppelzimmer war groß genug um sich trotz Babybett zu bewegen. Wir hatten Bad mit großer Dusche (Seifenspender vorhanden aber kein Duschgel und Shampoo), Telefon, TV, Tischchen mit 2 Stühlen, eine riesen Ablage auf der man bequem wickeln konnte. Im Vorraum, wo der Kleiderschrank sich befindet, ist eine kleine Küche mit Spüle, Kühlschrank, Wasserkocher, Herdplatte und sämtliche Utensilien ausgestattet. Der Kühlschrank ist mit Getränken und Süsigkeiten ausgestattet die man bezahlen muß. Die Preise sind zahlbar.
Das Hotel ist Zeitlos, ich habe keine Alterseerscheinungen festgestellt auch nicht im Bad.",6.0,"Das Personal ist sehr Freundlich und Auskunftsbereit.
Das Zimmer sehr ordendlich und Reinigung sehr gut. Wir haben extra gebeten den Boden besonders gut zu saugen, da Baby im Krappelalter dabei.",5.0,"Im Hotel selber ist wohl ein Restaurant aber, wie gesagt, wir waren nur zum schlafen da.
Sie haben an der Rezeption kostenlos Kaffee/Tee und Obst für die Hotelgäste. Das habe ich genutze und der Kaffee war gut.",6.0,,,,,Familie,1,1-3 Tage im Mai 2011,Sonstige,36-40,11
4222,ACHAT Comfort City-Frankfurt,Jessica,4.9,"Für eine Übernachtung völlig ok! Ich war mit einer Freundin in Frankfurt, um die Stadt zu sehen und in den Cocoon Club zu gehen. Morgens war es etwas hellhörig auf dem Flur, das war aber kein Problem, da wir sowieso aufstehen mussten. Frühstück haben wir in der Bäckerei um die Ecke zu uns genommen. Straßenbahn und Bus in 2 Minuten erreichbar, super Anbindung zur Innenstadt und zum Gewerbegebiet/Cocoon Club.",,5.0,,5.3,,5.0,,,,,,4.3,Freunde,Keine Kinder,1-3 Tage im April 2011,Stadt,19-25,4
4223,ACHAT Comfort City-Frankfurt,Udo,2.0,"Nicht hilfsbereit bei Reklamation wegen falschem Alarm im Zimmer und Wassertropfen vom Dach.
Der manager hat am Anfang gar nicht auf die Reklamation reagiert.
Der Hotelmanager behandelte mich unhoeflich und ungeduldig, weil ich reklamiert habe.",,3.0,,1.3,,1.0,,,,,,2.8,Alleinreisend,Keine Kinder,3-5 Tage im April 2011,Stadt,26-30,4
4224,ACHAT Comfort City-Frankfurt,Bjoern,3.3,"Wir hatten Blutspuren am Bett und ekelhafte Flecken an den Stoffüberzügen von Stühlen und Möbeln. Auf Reklamation folge Hilflosigkeit, die letztendlich zum Zimmertausch führte. Service war demnach OK.
Hatten leider auch ein Doppelzimmer gebucht, aber sowohl im dreckigen Zimmer als auch im Austauschzimmer nur ein Einzelzimmer mit Ausziehsofa bekommen. Für eine anstrengende Geschäftsreise sehr ärgerlich!",,5.0,,3.3,,2.3,,,,,,2.5,Freunde,Keine Kinder,1-3 Tage im April 2011,Arbeit,19-25,1
4225,ACHAT Comfort City-Frankfurt,Kirsten,2.6,"Hotelzimmereinrichtung schnuddelig mit Flecken auf dem Sofa, verklebtes Telefon, beim Frühstück sehr schlechter Service, ich holte mir dann irgendwann den Kaffee am Automaten bei der Rezeption. Rührei ist ab 8.30 nicht mehr erhältlich.",,2.5,,3.3,,2.0,,2.0,,,,3.0,Alleinreisend,Keine Kinder,1-3 Tage im April 2011,Arbeit,41-45,3
4226,ACHAT Comfort City-Frankfurt,Tina,4.5,"War dort für eine Nacht zwecks Geschäftstermin. Lage sehr gut, da nur kurze Entfernung zum Zentrum. Der erste Eindruck des Hotels: renovierungsbedürftig. Irgendwann war es sicher mal modern.
Bereits die Einfahrt in die Tiefgarage gestaltete sich schwierig, da der Hotelklingelknopf sehr schlecht gekennzeichnet war (mindestes 20 Klingelknöpfe zur Auswahl). Die Rezeption hat mich optisch eher an frühere Aufenthalte in Jugendherbergen erinnert. Das Zimmer (Doppelzimmer im Erdgeschoss) hat auch schon bessere Zeiten gesehen. Recht dunkel, Möbel schon älter, Schrank verkratzt und Ecken angeschlagen. Telefon, TV, Fön vorhanden. Alles oberflächlich sauber, in der Dusche aber Rostflecken von der Duschwand und sehr verkalkter Duschkopf. Größe des Bades ok. Frühstücksbuffet sehr ""übersichtlich"", Auswahl nicht sehr groß, dafür aber 12,50 Eur. Zum Übernachten in Ordnung, im Vergleich mit einer anderen Hotelkette (direkt gegenüber) für mich aber zu teuer.",,5.0,,5.0,,4.3,,4.0,,,,4.0,Alleinreisend,Keine Kinder,1-3 Tage im Dezember 2010,Arbeit,31-35,2
4227,ACHAT Comfort City-Frankfurt,Simone,4.6,"Das Hotel macht sowohl von aussen, als auch von innen einen gepflegten Eindruck.
Da es aber an eine dichtbefahrene Strasse angrenzt sieht man hier und da normalen Schmutz an den Aussenwänden.
Im Eingangsbereich ist viel indirektes Licht verarbeitet worden, welches dem Foyer einen heimeligen Charme verleiht.","Das Hotel liegt nahe der Autobahn und ist nicht nur mit dem Auto gut zu erreichen, sondern auch mit der S-Bahn.
In wenigen Minuten ist man mit dieser in der Frankfurter Innenstadt, auch längere Wartezeiten muss man nicht in Kauf nehmen.
Die Bahnen fahren im 10 Minuten Takt.
Die Umgebung rund um das Hotel bietet für Jedermann etwas, da sind Bistros, Kneipen, Bäckereien, Lebensmittelgeschäfte... vorhanden.",4.0,"Das Zimmer verfügt über einen Eingangsbreich, von wo das Badezimmer, sowie der Schlafbereich ausgeht.
Im Eingangsbereich befindet sich eine großzügige Garderobe, als auch eine Kitchenette, die sich hinter zwei Schranktüren versteckt, mit viel Kochzubehör, wie zum Beispiel Töpfe, Pfannen, Kochlöffel, Geschirr, Besteck usw.
Das Badezimmer verfügt über eine große, ebenerdige Dusche, eine Toilette und einen Waschtisch, welcher viel Platz für Kosmetika bereit hält.
Außerdem ist ein Haartrockner und eine weitere Steckdose vorhanden.
Im Schlafbreich ist ein Doppelbett mit zwei Nachtkonsolen, sowie ein Arbeitsplatz mit Telefon, Fernseher und Minibar.
Daneben gibt es einen abschließbaren Schrank, in dem man seine Wertsachen aufbewahren kann.",5.0,"Das Rezeptionspersonal ist sehr freundlich und zuvorkommend.
Ein kleiner Witz ist auch mal erlaubt.
Als der Rezeptionist gelesen hat, dass wir nicht aus Frankfurt und Umgebung sind hat er uns auf einer Stadtkarte (die liegt dort aus und man kann sie sich als Gast mitnehmen), wie wir wann wohin kommen.
Die Zimmerreinigung ist ordentlich, allerdings musste ich feststellen, dass die ausgelegten HARIBO Tütchen auf dem Bett geöffnet waren.
Auch das Badezimmer war auf den ersten Blick sauber, wenn man aber geduscht hat, sah man die ""Kunstwerke"" von den Vorgängern in Form von aufgemalten Herzchen und Widmungen an Spiegel und Duschkabine.",5.0,"In diesem Hotel gibt es ein Restaurant welches von humorvollen Italienern geleitet wird.
Uns hat das reichliche Essen sehr gut geschmeckt und die Bedienung war stets bemüht unsere Wünsche zu erfüllen.
Hier war gedämpftes Licht und eine klassische ItalienCD wurde leise im Hintergrund abgespielt.
Im Restaurant kann man leider nicht mit Kreditkarte bezahlen, allerings ist es möglich seine Zimmernummer aufzuschreiben und erst beim Hotelauscheck die Kosten zu begleichen.",5.0,"Das Hotel verfügt über eine Sauna, die wir aber nicht benutzt haben.",4.0,,,Freunde,Keine Kinder,1-3 Tage im Oktober 2010,Arbeit,19-25,1
4228,ACHAT Comfort City-Frankfurt,Anita,3.8,"Der Eignagsbereich machte einen sauberen Eindruck. Etwas klein und dunkel. In den Gängen war es leider immer ziemlich heiß und stickig. Aber da hält man sich ja nicht auf. Das Hotel hat eine Tiefgarage die 7,50 € pro Nacht kostet, es befinden sich aber auch kostenlose Parkplätze direkt vorm Hotel.",In der direkten Umgebung ein paar Restaurants und Gaststätten. Supermarkt befindet sich ca. 600m entfernt. Straßenbahnstation so gut wie direkt am Hotel. Ostbahnhof in der Nähe wo Nachts leider etliche Güterzüge halten (bei offenem Fenster sehr laut). Mit der U-Bahn ist man in wenigen Minuten (max. 10) direkt in der City,4.0,"Die Größe ist ausreichend. Kleine Kochecke mit Kühlschrank, Kaffeemaschine und Mikrowelle vorhanden. Bad ist von der Göße auch in ordnung. Zimmer könnte allgemein etwas sauberer sein. Wenn man zu spät aufsteht, wird das Zimmer leider gar nicht mehr gereinigt. Stühle könnten mal erneuert werden.",3.0,Personal an der Rezeption sehr freundlich,4.0,,,,,,,Freunde,Keine Kinder,3-5 Tage im September 2010,Stadt,26-30,23
4229,ACHAT Comfort City-Frankfurt,Christian,4.5,"Es sind keine 5 Sterne - aber auch keine Absteige, Preis und Leistung stimmen hier. Sauberkeit ist auch ok, Lage ist gut - Parkplätze gibt es auch genug - was will man mehr!",,5.5,,5.0,,5.3,,4.3,,3.0,,3.8,Alleinreisend,Keine Kinder,1-3 Tage im August 2010,Arbeit,31-35,2
4230,ACHAT Comfort City-Frankfurt,Roland,5.8,"Wir waren im Rahmen einer Geschäftsreise 6 Nächte im Hotel.
Die Lage war für meine Situation optimal. Man benötigt zu Fuß ca. 30 min bis zum Römer. In der Umgebung interessante Ziele für Abendspaziergänge: Mainufer, Eisenbahnbrücke mit Fußgängerweg, Park, Autohäuser Hanauer Strasse, Baustelle EZB.
Das Preisleistungsverhältnis war sehr gut, pro Nacht 34,50EUR ohne Frühstück. Das Frühstück haben wir uns immer selbst gemacht, die Küchenzeile im Zimmer ist super, Bäcker und Edeka gleich um die Ecke. Zeitungen, freier Kaffee und Obst an der Rezeption, genügend Parkplätze an der Strasse. Ein wirklich schön große Dusche. Wir kommen wieder ....",,6.0,,5.3,,6.0,,,,,,6.0,Paar,Keine Kinder,1 Woche im August 2010,Arbeit,51-55,11
4231,ACHAT Comfort City-Frankfurt,Patricia,3.2,"Das Golden Leaf ist eher untere Mittelklasse und renovierungsbedürtig, wo in den Zimmern die Sauberkeit auch zu wünschen übrig lässt. hier und da franzt der Teppich aus oder ist voller Flecken. Die Gästestruktur ist bunt gemischt, Reisegruppen, Geschäftsleute, Monteure ect und internationional. Das Frühstück ist völlig in Ordnung, es fehlt an nichts.","Die Lage ist gut. Die U-Bahn ist fast vor der Tür und zur Hauptwache, von wo so ziemliche alle S-Bahnen fahren ist nur drei Haltestellen entfernt. Eine gute Lage für eine Städtetour.",4.0,"Wir hatten ein ""Clubzimmer"", welches aus einem 1.40 m Bett bestand und einer ausgezogenen Schlafcouch. Das haben wir für eine Nacht so hingenommen. Der Teppich war voller Flecken und insgesamt machte das Zimmer auch keinen angenehmen Eindruck. Die Dusche was zwar groß, aber man sollte besser nicht so genau hinsehen. Die Duschtür und die Fugen der Fliesen waren voller Schimmel. Für einen längeren Aufenthalt ist die Pantry-Küche sicherlich ein großer Vorteil, wir haben sie jetzt nicht genutzt.",2.0,Das Personal am Empfang war sehr freundlich und zuvorkommend.,4.0,"das Frühstück war ok, es war alles reichlich vorhanden, auch frisches Obst.",4.0,,,,,Paar,Keine Kinder,1-3 Tage im August 2010,Sonstige,36-40,5
4232,ACHAT Comfort City-Frankfurt,Jared,4.0,Für Städtereisende liegt das Hotel sehr gut. Die Zimmer sind einfach und in der Nähe ist ein großer Edeka. Das Hotel hat eine Tiefgerage.,Nur drei U-Bahnstationen von der Hauptwache entfernt. Fünf Minuten zu Fuß zur U-Bahn Haltestelle.,5.0,"Die Zimmer sind ausreichend groß für die Preisklasse. Gleiches gilt für das Bad. Die Dusche war riesig.
Es gibt eine kleine Küche mit Kühlschrank, Herd, Kaffeemaschine, Wasserkocher und Mikrowelle.
Die Fenster, die man öffnen kann sind leider sehr klein. Da es sehr heiß war bei unserem Aufenthalt, war es kaum möglich durch das kleine Fenster etwas Luft nachts ins Zimmer zu bekommen.",4.0,Es waren alle Mitarbeiter nett zu uns.,4.0,"Wir sind etwas später zum Frühstück gekommen. Da sah das Buffet schon etwas abgegrast aus.
Im Hotel ist ein Italiener. Die Pizzen sind gut, der Service nicht ganz so toll.",3.0,,,,,Paar,Keine Kinder,1-3 Tage im Juli 2010,Stadt,31-35,6
4233,ACHAT Comfort City-Frankfurt,Christine,4.8,"Für Geschäftsreisende auf jeden Fall zu empfehlen. Parkplatzmöglichkeiten in der Umgebung vorhanden.
Liegt etwas außerhalb. Anschluss ans öffentliche Verkehrsnetz fußläufig vorhanden.
Großes E-Center ""um die Ecke"".
Kitchenette im Zimmer. Super somit für Sparfüchse.
Frühstück ist sehr teuer im Hotel.
Saunanutzung nur gegen Entgelt.
Besonders interessant sind die vergünstigten Zimmerpreise zum Wochenende.",,4.3,,5.3,,4.5,,,,4.0,,6.0,Alleinreisend,Keine Kinder,1-3 Tage im März 2010,Arbeit,31-35,10
4234,ACHAT Comfort City-Frankfurt,Hilde,5.5,"Gute Verkehrsanbindung (Straßenbahn und U-Bahn in der Nähe), freundliches, hilfsbereites Personal.
Kleine Kitchenette im Zimmer. Geräumiges Bad. Matratzen einwandfrei, Nackenstützkissen wären wünschenswert.",,5.3,,5.3,,5.7,,5.0,,,,6.0,Paar,Keine Kinder,3-5 Tage im Dezember 2009,Stadt,61-65,1
4235,ACHAT Comfort City-Frankfurt,Julia,4.7,"Für den günstigen Preis von 43 Euro pro Nacht ohne Frühstück ist das Hotel akzeptabel. Zimmergröße ausreichend. Zimmer ist mit Kühlschrank und kleiner ""Küche"" incl. Kochutensilien ausgestattet (wers brauchen kann). Das Zimmer ist sauber, wenn man nicht allzu genau hinschaut. Parkplätze gibt es in den umliegenden Straßen oder man parkt bequem in der Tiefgarage des Hotels gegen Aufpreis 7,50 pro Nacht. Die angepriesene ruhige Lage kann ich nicht bestätigen, auf der einen Seite fährt nachts der Güterverkehr. Auf der anderen Seite eine viel befahrene Straße. Also besser Ohropax mitnehmen. Von der Lage her ist es doch relativ weit außerhalb des Stadtzentrums, aber wohl mit öffentlichen Verkehrsmitteln gut zu erreichen. Wir waren nur 1 Nacht dort. Dafür völlig ausreichend. Sonst würde ich wahrscheinlich ein anderes Hotel wählen.",,4.0,,4.8,,5.0,,,,,,5.0,Paar,Keine Kinder,1-3 Tage im Oktober 2009,Stadt,26-30,23
4236,ACHAT Comfort City-Frankfurt,ulla,4.8,"gepflegtes schönes Hotel. Eingangsbereich, Flure und Zimmer sauber und schönes Ambiente. Im Eingangsbereich Kaffeeautomat zur kostenlosen Benutzung.
Die Zimmer haben eine angenehme Grösse und sind sehr geschmackvoll und freundlich eingerichtet. Schreibtisch und noch eine kleine Sitzecke mit zwei Sesseln. Hinter einer bodenhohen Tür befindet sich die Mini-Bar und eine Kitchenette.","Das Hotel befindet sich in einer Seitenstrasse und liegt ruhig. Gut von der Autobahn zu erreichen und stadtnah. Mit öffentlichen Verkehrsmitteln schnell in der Stadt. Mit Auto ca. 15 Min. zum ""Römer"" (Innenstadt). Die Hanauer Landstrasse ist nicht unbedingt ein ""Schmuckstück"".",4.0,"Wie oben beschrieben, war das Zimmer sauber und sehr modern und geschmackvoll eingerichtet. Für ein Stadthotel grösserer, als man sonst oft vorfindet. Alles sehr sauber und gepflegt.",6.0,An der Rezeption freundlicher und guter Service.,5.0,"Der einzige Wermutstropfen: Das Frühstück für 12,€ ist eher lieblos und ganz sicher nicht wert, dafür soviel zu bezahlen (Rühreier kalt, Brötchen zäh).
Das Restaurant haben wir nicht besucht.",3.0,,,,,Paar,Keine Kinder,1-3 Tage im September 2009,Stadt,61-65,1
4237,ACHAT Comfort City-Frankfurt,Markus,4.2,"Für einen Kurzaufenthalt in Frankfurt zum empfehlen, realtiv ruhig und in jedem Fall sauber. Die Anzahl der Sterne sind absolut gerechtfertigt. Ein wenig störend empfanden wir den ""Krankehauscharme"" des Badezimmers, jedoch war auch hier alles sauber und ordentlichCheck In sehr freundlich und problemlos.
Wir würden für einen Aufenthalt in Ffm dieses Hotel vermutlich wieder wählen.",,4.0,,3.8,,5.3,,4.0,,,,4.0,Paar,Keine Kinder,1-3 Tage im Juli 2009,Sonstige,36-40,29
4238,ACHAT Comfort City-Frankfurt,Hans-Peter,4.9,Bereits mehrmals genutzt und diesmal als Paar privat. Wir haben als Paar 56 Euro bezahlt. Parkplatz vor dem Hotel möglich oder Tiefgarage. Mit dem Taxi für 10 Euro nach Altsachsenhausen oder in die Innenstadt zum Römer. Tolles Zimmer mit guter Ausstattung und sauber für den Preis.,,5.3,,5.0,,5.3,,,,4.0,,5.0,Paar,Keine Kinder,1-3 Tage im Juli 2009,Stadt,46-50,17
4239,ACHAT Comfort City-Frankfurt,Tino,5.4,"Das neuwertige Hotel liegt unweit vom Frankfurter Ostbahnhof (U-Bahn), Parkplätze gibt es in der Tiefgarage oder auch draußen (umsonst).
Der Service ist durchdacht, es wird auch auf Kleinigkeiten geachtet: So gibt es in der Lobby Tageszeitungen, Äpfel und noch mehr Kleinkram.
Die Zimmer sind super geräumig und modern, unseres hatte sogar eine im Schrank versteckte Einbauküche mit Herd, Mikrowelle, Kühlschrank. Zu erwähnen ist noch das Bad, ebenfalls mit viel Platz und riesiger Dusche. Da passt locker ne ganze Familie rein!

Sehr empfehlenswert, vor allem für den Preis (43,- EUR für ein DZ ohne Frühstück über Opodo).",,4.3,,5.8,,5.3,,,,,,6.0,Paar,Keine Kinder,1-3 Tage im Juni 2009,Stadt,31-35,29
4240,ACHAT Comfort City-Frankfurt,Jörg,4.0,Typisches Mittelklasse Hotel im Ostend. Insgesamt sauber & ruhig. Ca. 20 Jahre alt. Flure und ein Teil des Zimmermobilars sind renoviert.,Hotel liegt im Ostend. Straßenbahnhaltestelle und Bäckerei mit großem Frühstücksangebot liegen direkt um die Ecke vor der Türe. Lage ist insgesamt nicht so schön. In einer Seitenstraße zwischen Hanauer Landstr. und Güterhafen. Zur Innenstadt ca. 15 min. mit der Tram (fährt tagsüber alle 5 - 10 Min.).,4.0,"Das Zimmer war von seiner Ausstattung her recht gut. Sehr geräumige Kleiderschränke. Im Flur befand sich noch eine kleine, voll eingerichtete Kochnische, mit Geschirr, Kaffeemaschine, Herd, Kühlschrank und Spüle. Minibarpreise waren ausgesprochen günstig! Das Zimmer selbst war geräumig und gut eingerichtet. Zwei bequeme Sessel, kleiner Tisch, ausschwenkbarer Schreibtisch, seperate Kofferablage. Der TV war leider nicht richtig eingestellt, daß Bild flimmerte auf allen Kanälen. Funktionelles Badezimmer, welches den Charme eines Krankenhausbades vermittelt. War jedoch sauber, große begehbare Dusche. Witzige Idee, daß man sich seinen ""Lieblingsseifenduft"" auswählen kann. Der Seifenspender wird dann im Bad einfach ausgetauscht. Die Betten waren das einzige Manko an diesem Hotel. Sehr weiche Koffkissen und durchgelegene Matratzen. Es war trotz der Lage -solange die Fenster geschlossen waren- absolut ruhig im Zimmer.",5.0,Empfangsservice war freundlich. Service im Restaurant hatte wohl nicht den besten Tag gehabt...,4.0,"Hotel verfügt über ein italienisches Restaurant, wo morgens auch das Frühstück eingenommen wird. Abendessen: Sehr kleine, übersichtliche Karte. Habe eine Pizza gegessen. Sie war offensichtlich ein Tiefkühlteigling und wurde durch ein bischen zusätzliche Gemüsegarnitur aufgepeppt. Sie schmeckte dennoch passabel, da sie wundersamerweise kross gebacken war. Frühstück: Das Frühstücksbuffet ist nicht erwähnenswert. Es gibt nur eine Sorte Brötchen. Zwei Sorten Konfitüre, sehr übersichtliche Auswahl an Käse- und Wurstaufschnitt. Dürftige Frühstücksauswahl wird mit entsprechendem Sonnenabzug goutiert.
Atmosphäre war sowohl beim Frühstück als auch beim Abendessen nicht angenehm. Das Restaurant vermittelt keine gemütliche Wohlfühlatmosphäre die zum längeren Verweilen einlädt.",2.5,,,,,Alleinreisend,Keine Kinder,1-3 Tage im Dezember 2008,Arbeit,31-35,47
4241,ACHAT Comfort City-Frankfurt,Jürgen,5.4,"Das Hotel bietet eine freundliche und klasse Umgebung. In der Nebenstraße der Hanauer Landstraße, ist sehr ruhig, die Parkplatzmöglichkeiten sind auch für große Fahrzeuge (Bus) sehr gut. Zimmer sing gut eingerichtet und auch die Größe ist auch ausreichend. Die Minibarpreise sind akzeptabel und das Sortiment ist ausgewählt gut. Leider ist das Internet nicht kostenlos und mit 13,-€/24h bei einmaligem Einloggen doch seht teuer. Das Hotel kann man sicher weiterempfehlen.",,6.0,,5.5,,5.7,,4.8,,,,5.0,Alleinreisend,Keine Kinder,1-3 Tage im November 2008,Stadt,41-45,95
